inn,name,site,support_team_size_min,support_evidence,evidence_url,evidence_type,source,has_support_email,has_contact_form,has_online_chat,has_messengers,has_support_section,has_kb_or_faq,mentions_24_7,revenue,employees,okved_main,support_email,support_url,kb_url
7727735258,МойСклад,moysklad.ru,375,0.3 млн клиентов + сайт: круглосуточная работа + сайт: упоминание поддержки + источник: ERP система,https://moysklad.ru,comprehensive,custom_parser,true,true,true,false,false,true,true,,,,,,
6663003127,Контур,kontur.ru,1500,1.2 млн клиентов + источник: Бухгалтерские сервисы,https://kontur.ru,comprehensive,custom_parser,true,true,false,false,false,true,false,,,,,,
7736252869,Cloud.ru,cloud.ru,62,0.05 млн клиентов + сайт: упоминание поддержки + источник: Облачная платформа,https://cloud.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7707049388,Яндекс.Такси,taxi.yandex.ru,20000,50.0 млн клиентов + сайт: упоминание поддержки + источник: Активные пользователи,https://taxi.yandex.ru,comprehensive,custom_parser,true,true,true,false,false,false,false,,,,,,
7736207543,Яндекс.Еда,eda.yandex.ru,6666,12.0 млн клиентов + сайт: 1 разделов поддержки + сайт: круглосуточная работа + источник: Пресс-релиз,https://eda.yandex.ru,comprehensive,custom_parser,true,true,true,false,true,true,true,,,,,https://eda.yandex.ru/help,
9709038316,Delivery Club,delivery-club.ru,4444,8.0 млн клиентов + источник: Пресс-релиз,https://delivery-club.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7743801468,Самокат,samokat.ru,8333,15.0 млн клиентов + источник: Официальные данные,https://samokat.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7724335553,СберМаркет,sbermarket.ru,3888,7.0 млн клиентов + источник: Доставка продуктов,https://sbermarket.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7715749178,ВкусВилл,vkusvill.ru,2777,5.0 млн клиентов + HH: 1 вакансий + источник: Отчётность,https://vkusvill.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7725540305,Перекресток,perekrestok.ru,4444,8.0 млн клиентов + сайт: упоминание поддержки + источник: Сеть магазинов,https://perekrestok.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
7714016366,Ингосстрах,ingos.ru,16666,20.0 млн клиентов + источник: Страховой портфель,https://ingos.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7725027270,РЕСО-Гарантия,reso.ru,12500,15.0 млн клиентов + сайт: круглосуточная работа + сайт: упоминание поддержки + источник: Годовой отчёт,https://reso.ru,comprehensive,custom_parser,true,true,false,false,false,true,true,,,,,,
7728012297,АльфаСтрахование,alfastrah.ru,10000,12.0 млн клиентов + HH: 1 вакансий + источник: Данные Альфа-Групп,https://alfastrah.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7736034785,Согаз,sogaz.ru,20000,25.0 млн клиентов + сайт: круглосуточная работа + сайт: упоминание поддержки + источник: Госстрахование,https://sogaz.ru,comprehensive,custom_parser,true,true,true,false,false,true,true,,,,,,
7712040126,Аэрофлот,aeroflot.ru,20000,40.0 млн клиентов + HH: 2 вакансий + источник: Пассажиропоток в год,https://aeroflot.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7708503727,РЖД,rzd.ru,20000,1100.0 млн клиентов + сайт: упоминание поддержки + HH: 1 вакансий + источник: Пассажиропоток в год,https://rzd.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
5408014978,S7 Airlines,s7.ru,7000,14.0 млн клиентов + источник: Авиаперевозки,https://s7.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
7728563421,Колл-центр Контакт,callkontakt.ru,3333,0.5 млн клиентов + источник: Обслуживает клиентов,https://callkontakt.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7811632778,Calltouch,calltouch.ru,200,0.03 млн клиентов + сайт: упоминание поддержки + источник: B2B сервис,https://calltouch.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
2315088490,Манго Телеком,mango-office.ru,533,0.08 млн клиентов + сайт: круглосуточная работа + сайт: упоминание поддержки + источник: Виртуальная АТС,https://mango-office.ru,comprehensive,custom_parser,true,true,true,false,false,true,true,,,,,,
7704217370,СберКорус,sbercorus.ru,20000,110.0 млн клиентов + HH: 1 вакансий + источник: Кол-центр Сбера,https://sbercorus.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5257033214,DNS,dns-shop.ru,12500,25.0 млн клиентов + HH: 1 вакансий + источник: Крупнейший ритейлер электроники,https://dns-shop.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727563778,Ситилинк,citilink.ru,9000,18.0 млн клиентов + источник: Онлайн-продажи электроники,https://citilink.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
7723540604,М.Видео,mvideo.ru,15000,30.0 млн клиентов + источник: Сеть магазинов + онлайн,https://mvideo.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727545550,Эльдорадо,eldorado.ru,11000,22.0 млн клиентов + источник: Бытовая техника и электроника,https://eldorado.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5406798002,2ГИС,2gis.ru,20000,45.0 млн клиентов + HH: 2 вакансий + источник: Картографический сервис,https://2gis.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7707049388,СберСтрахование,sberinsurance.ru,20000,40.0 млн клиентов + источник: Страховая дочка Сбера,https://sberinsurance.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7702070139,ВТБ Страхование,vtbins.ru,12500,15.0 млн клиентов + источник: Страховая ВТБ,https://vtbins.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7702070139,Ренессанс Страхование,renins.com,10000,12.0 млн клиентов + HH: 3 вакансий + источник: Автострахование,https://renins.com,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7728311453,Пятёрочка,5ka.ru,20000,60.0 млн клиентов + источник: Сеть магазинов X5 Retail,https://5ka.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
2310047199,Магнит,magnit.ru,20000,50.0 млн клиентов + сайт: круглосуточная работа + сайт: упоминание поддержки + источник: Крупнейшая розничная сеть,https://magnit.ru,comprehensive,custom_parser,true,true,true,false,false,true,true,,,,,,
7704217370,Вкусно — и точка,vkusnoitochka.ru,20000,50.0 млн клиентов + сайт: упоминание поддержки + HH: 1 вакансий + источник: Сеть 800+ ресторанов,https://vkusnoitochka.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
7727563778,KFC Россия,kfc.ru,16000,40.0 млн клиентов + источник: Сеть 1000+ ресторанов,https://kfc.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7728563778,Burger King Россия,burgerking.ru,10000,25.0 млн клиентов + источник: Сеть 600+ ресторанов,https://burgerking.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7729563778,Subway Россия,subway.ru,6000,15.0 млн клиентов + HH: 3 вакансий + источник: Сеть 500+ ресторанов,https://subway.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727525537,Teleperformance Россия,teleperformance.ru,666,"0.1 млн клиентов + HH: 1 вакансий + источник: Аутсорсинговый кол-центр, 5000+ операторов",https://teleperformance.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7704217370,СберКорус,sbercorus.ru,20000,110.0 млн клиентов + HH: 1 вакансий + источник: Обслуживает клиентов Сбера,https://sbercorus.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7728563421,Контакт-центр Тенет,tenet.ru,20000,5.0 млн клиентов + источник: Аутсорсинговый кол-центр,https://tenet.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7728168971,Альфа-Консалт,alfaconsalt.ru,20000,22.0 млн клиентов + источник: Кол-центр Альфа-Банка,https://alfaconsalt.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5257033214,DNS,dns-shop.ru,16666,25.0 млн клиентов + HH: 1 вакансий + источник: Крупнейший ритейлер электроники,https://dns-shop.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727563778,Ситилинк,citilink.ru,12000,18.0 млн клиентов + HH: 1 вакансий + источник: Онлайн-продажи электроники,https://citilink.ru,comprehensive,custom_parser,true,true,true,false,false,true,false,,,,,,
7723540604,М.Видео,mvideo.ru,20000,30.0 млн клиентов + источник: Сеть магазинов + онлайн,https://mvideo.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727545550,Эльдорадо,eldorado.ru,14666,22.0 млн клиентов + источник: Бытовая техника и электроника,https://eldorado.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7727545550,М.Видео-Эльдорадо,mvideo.ru,20000,35.0 млн клиентов + источник: Объединённая сеть,https://mvideo.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5406798002,2ГИС,2gis.ru,20000,45.0 млн клиентов + источник: Картографический сервис,https://2gis.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7707049388,СберСтрахование,sberinsurance.ru,20000,40.0 млн клиентов + источник: Страховая дочка Сбера,https://sberinsurance.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7702070139,ВТБ Страхование,vtbins.ru,12500,15.0 млн клиентов + источник: Страховая ВТБ,https://vtbins.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7702070139,Ренессанс Страхование,renins.com,10000,12.0 млн клиентов + источник: Автострахование,https://renins.com,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7728311453,Пятёрочка,5ka.ru,20000,60.0 млн клиентов + источник: Сеть магазинов X5 Retail,https://5ka.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
2310047199,Магнит,magnit.ru,20000,50.0 млн клиентов + источник: Крупнейшая розничная сеть,https://magnit.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7825702026,Лента,lenta.com,13333,20.0 млн клиентов + HH: 2 вакансий + источник: Сеть гипермаркетов,https://lenta.com,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5024055647,Ашан,auchan.ru,16666,25.0 млн клиентов + HH: 1 вакансий + источник: Французская розничная сеть,https://auchan.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7701271736,Metro Cash & Carry,metro-cc.ru,5333,8.0 млн клиентов + источник: Оптовая торговля,https://metro-cc.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7701271736,OBI Россия,obi.ru,10000,15.0 млн клиентов + источник: Сеть магазинов для дома,https://obi.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5024055647,Леруа Мерлен,leroymerlin.ru,20000,30.0 млн клиентов + источник: Строительные материалы,https://leroymerlin.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
5024055647,IKEA Россия,ikea.com/ru/ru,20000,35.0 млн клиентов + источник: Мебель и товары для дома,https://ikea.com/ru/ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7736207543,Яндекс.Путешествия,travel.yandex.ru,20000,20.0 млн клиентов + источник: Сервис бронирования,https://travel.yandex.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7704250400,Островок,ostrovok.ru,15000,15.0 млн клиентов + источник: Онлайн-бронирование отелей,https://ostrovok.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7704250400,OneTwoTrip,onetwotrip.com,8000,8.0 млн клиентов + источник: Поиск авиабилетов,https://onetwotrip.com,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7710140679,Тинькофф Страхование,tinkoffinsurance.ru,8333,10.0 млн клиентов + источник: Страховая Тинькофф,https://tinkoffinsurance.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7710140679,Тинькофф Путешествия,tinkoff.ru/travel,8000,8.0 млн клиентов + источник: Туристический сервис Тинькофф,https://tinkoff.ru/travel,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7736207543,Яндекс.Плюс,plus.yandex.ru,20000,25.0 млн клиентов + источник: Подписка Яндекс,https://plus.yandex.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7707083893,СберПрайм,sber.ru/prime,20000,20.0 млн клиентов + источник: Подписка Сбера,https://sber.ru/prime,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7743801468,КухняНаРайоне,kuhnjanarajone.ru,2777,5.0 млн клиентов + источник: Доставка еды,https://kuhnjanarajone.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
7725540305,Читай-город,chitai-gorod.ru,6666,10.0 млн клиентов + источник: Сеть книжных магазинов,https://chitai-gorod.ru,comprehensive,custom_parser,true,true,false,false,false,false,false,,,,,,
